,ag,lc,dt,cc,wd,ld,fd,dw,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv,L3_lr,L2_lr,A_cr,C+3_cr,C_cr,B_cr,A+3_cr,g1_rg,a4_rg,g2_rg,a2_rg,a3_rg,g3_rg,g4_rg,a1_rg,f3_rg,f1_rg,f4_rg,g2_tg,g1_tg,g3_tg,g5_tg,g4_tg,r14_rc,r15_rc,r13_rc,r1_rc,r6_rc,r4_rc,r7_rc,r17_rc,r18_rc,r30_rc,r5_rc,r11_rc,r3_rc,r12_rc,r9_rc,r8_rc,r19_rc,r29_rc,r16_rc,r24_rc,r23_rc,r10_rc,r45_rc,r2_rc,r21_rc,r22_rc,r28_rc,r27_rc,r33_rc,r50_rc,r34_rc,r20_rc,r48_rc,r41_rc,r36_rc,r46_rc,r35_rc,r44_rc,r32_rc,r40_rc,t3_tc,t12_tc,t1_tc,t7_tc,t4_tc,t13_tc,t8_tc,t15_tc,t5_tc,t10_tc,t19_tc,t2_tc,t6_tc,t9_tc,t11_tc,t14_tc,t22_tc,t20_tc,t18_tc,t21_tc,t16_tc,t17_tc,tc_dc,dd_dc,ss_dc,tz_dc,gs_dc,gz_dc,ts_dc,th_dc,predictA
305,4,1,1400,-1,1,14,5.3,6,0,0.0,0,-4,-6,3,0,0,0.0,0.0,0.0,0.0,23.0,1,1,1,1,1,137,-1.5,-4.75,-20.25,-18.75,-15.5,-1.47,12,26.94,52.16,27.04,52.26,24.7,129,30.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B
306,5,1,1400,0,-10,-2,79.0,5,0,0.0,2,-4,-8,3,0,0,0.0,0.0,22.8,0.0,0.0,1,1,1,1,1,92,-0.25,-5.0,-30.25,-30.0,-25.25,-3.15,14,28.06,53.27,28.31,53.52,0.0,129,25.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,A
307,5,1,1400,-1,-10,14,79.0,5,0,0.0,0,6,6,11,0,0,0.0,0.0,22.8,0.0,0.0,1,1,1,1,1,144,-6.25,-6.5,-4.25,2.0,2.25,-0.54,4,23.22,45.85,23.52,46.15,0.0,129,96.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,E
308,5,1,1400,0,-10,6,79.0,5,0,0.0,0,-1,-5,5,0,0,0.0,0.0,22.8,0.0,0.0,1,1,1,1,1,119,-2.5,-3.0,-6.25,-3.75,-3.25,-0.15,11,23.64,47.15,23.81,47.32,0.0,129,6.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,A
309,5,1,1400,0,4,-5,37.0,13,0,0.0,1,-1,-6,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,186,0.5,-0.75,-9.75,-10.25,-9.0,-0.98,9,25.62,50.28,25.52,50.18,0.0,125,3.7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A
310,5,1,1400,0,4,-3,37.0,13,0,0.0,0,0,-10,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,141,0.75,0.5,-7.25,-8.0,-7.75,0.01,11,24.66,49.31,24.57,49.22,0.0,125,9.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
311,5,1,1400,0,4,-5,37.0,13,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,232,-0.5,-0.06,-1.25,-0.75,-1.19,0.83,8,23.7,48.3,23.65,48.25,0.0,125,10.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B
312,7,1,1400,0,29,-3,13.0,3,0,0.0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,88,-4.75,-4.5,-5.5,-0.75,-1.0,-0.67,8,25.06,48.48,24.02,47.44,11.0,124,24.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,B
313,7,1,1400,0,29,-5,13.0,3,0,0.0,0,-2,-1,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,141,-7.5,-4.5,-18.75,-11.25,-14.25,-1.57,14,26.56,50.73,25.62,49.79,0.0,124,18.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,B
314,7,1,1400,0,29,0,13.0,3,0,0.0,4,0,2,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,14,-6.25,-3.75,-4.0,2.25,-0.25,-0.3,7,24.27,47.52,23.55,46.8,11.0,124,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,B
315,7,1,1400,0,6,-2,104.0,8,0,0.0,-1,1,-1,5,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,14,-7.5,-5.5,-4.0,3.5,1.5,-1.43,5,24.33,47.13,24.18,46.98,0.0,119,104.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,E
316,7,1,1400,0,6,-3,104.0,8,0,0.0,1,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,266,-7.25,-10.0,-15.5,-8.25,-5.5,-1.69,11,23.73,46.62,24.51,47.4,0.0,119,9.2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E
317,7,1,1400,0,6,-2,104.0,8,0,0.0,-3,5,5,9,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,88,-2.25,-6.75,-6.0,-3.75,0.75,-0.8,3,24.31,47.4,23.84,46.93,0.0,119,17.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E
318,5,1,1400,0,-4,0,5.7,12,0,0.0,-2,0,-3,5,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,21,-2.5,-2.5,-2.75,-0.25,-0.25,-0.3,8,23.49,46.83,23.64,46.98,55.3,119,61.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B
319,5,1,1400,0,-4,3,5.7,12,0,0.0,-2,0,8,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,14,-13.0,-9.75,-2.5,10.5,7.25,-0.7,2,23.28,45.88,23.37,45.97,37.3,119,43.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B
320,5,1,1400,0,-4,-2,5.7,12,0,0.0,5,-1,-1,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,77,-6.25,-4.5,-6.5,-0.25,-2.0,-0.88,10,23.92,47.01,23.92,47.01,96.3,119,102.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B
321,4,1,1400,0,6,-6,329.0,2,0,0.0,-4,-3,-3,7,0,0,0.0,0.0,0.0,0.0,22.1,1,1,1,1,1,21,-4.25,-4.5,-14.75,-10.5,-10.25,-2.71,13,25.28,47.85,25.13,47.7,-149.0,113,180.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,E
322,4,1,1400,-1,6,-1,329.0,2,0,0.0,0,0,0,11,0,0,0.0,0.0,0.0,0.0,22.1,1,1,1,1,1,119,-5.5,-7.0,-15.25,-9.75,-8.25,-2.57,12,23.18,44.01,23.38,44.21,224.0,113,553.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,E
323,4,1,1400,0,6,-14,329.0,2,0,0.0,0,-6,0,7,0,0,0.0,0.0,0.0,0.0,22.1,1,1,1,1,1,81,-3.75,-6.5,-21.25,-17.5,-14.75,-1.26,11,25.51,50.51,25.91,50.91,-185.0,113,144.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,E
324,8,1,1400,0,39,1,99.0,4,0,0.0,0,1,1,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,11,-8.25,-7.75,-4.5,3.75,3.25,0.08,2,23.85,46.78,22.87,45.8,0.0,115,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,E
325,8,1,1400,0,39,-3,99.0,4,0,0.0,0,5,5,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,18,-5.5,-6.25,-5.75,-0.25,0.5,-1.35,4,23.9,45.63,23.01,44.74,0.0,115,14.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,E
326,8,1,1400,0,39,-5,99.0,4,0,0.0,2,4,4,7,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,74,-3.25,-3.75,-0.5,2.75,3.25,-1.02,4,23.05,44.61,22.46,44.02,0.0,115,30.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,E
327,7,1,1400,0,1,-6,21.0,11,0,0.0,2,0,0,3,0,0,0.0,0.0,0.0,22.9,23.2,1,1,1,1,1,21,-2.0,-1.25,-1.25,0.75,0.0,-0.37,7,23.37,46.59,23.44,46.66,0.0,113,7.3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
328,7,1,1400,0,1,-7,21.0,11,0,0.0,0,1,-3,7,0,0,0.0,0.0,0.0,22.9,23.2,1,1,1,1,1,92,-3.5,-5.25,-6.75,-3.25,-1.5,0.18,10,24.28,49.01,24.38,49.11,0.0,113,13.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
329,7,1,1400,0,1,-4,21.0,11,0,0.0,0,1,1,11,0,0,0.0,0.0,0.0,22.9,23.2,1,1,1,1,1,11,-7.25,-7.25,-6.5,0.75,0.75,0.13,4,23.92,48.04,23.89,48.01,0.0,113,25.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A
330,5,1,1400,-1,1,23,17.0,8,0,0.0,0,0,7,11,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,98,-7.25,-6.25,-4.5,2.75,1.75,0.14,4,23.56,46.54,23.41,46.39,31.0,133,48.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C
331,5,1,1400,-1,1,23,17.0,8,0,0.0,-1,0,3,11,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,14,-7.0,-6.0,-8.5,-1.5,-2.5,-0.59,8,23.85,46.51,23.82,46.48,51.0,133,68.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C
332,5,1,1400,-1,1,16,17.0,8,0,0.0,0,4,2,9,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,92,-3.5,-2.5,-1.75,1.75,0.75,-0.36,5,23.58,46.23,23.41,46.06,0.0,133,12.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C
333,6,1,1400,0,12,5,6.7,5,0,0.0,0,1,0,7,0,5,0.0,22.3,0.0,0.0,0.0,1,1,1,1,1,224,-4.25,-3.75,-5.75,-1.5,-2.0,-0.74,7,24.76,48.28,24.38,47.9,0.0,130,6.7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,A
334,6,1,1400,0,12,-1,6.7,5,0,0.0,1,2,3,7,0,5,0.0,22.3,0.0,0.0,0.0,1,1,1,1,1,147,-6.0,-4.75,-1.0,5.0,3.75,0.22,5,23.06,46.07,22.77,45.78,5.3,130,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,A
335,6,1,1400,0,12,2,6.7,5,0,0.0,1,1,8,11,0,5,0.0,22.3,0.0,0.0,0.0,1,1,1,1,1,168,-6.75,-4.5,-0.25,6.5,4.25,-0.79,1,23.81,46.46,23.49,46.14,4.3,130,11.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,A
336,5,1,1400,0,10,1,8.9,6,0,0.0,0,0,6,11,0,0,0.0,0.0,0.0,22.9,0.0,1,1,1,1,1,92,-9.0,-7.5,-5.0,4.0,2.5,0.54,3,24.02,48.26,23.72,47.96,64.1,123,73.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C
337,5,1,1400,0,10,3,8.9,6,0,0.0,-1,4,4,11,0,0,0.0,0.0,0.0,22.9,0.0,1,1,1,1,1,18,-5.25,-6.0,-2.25,3.0,3.75,0.03,3,23.14,45.99,22.89,45.74,131.1,123,140.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,E
338,5,1,1400,0,10,1,8.9,6,0,0.0,0,-1,1,11,0,0,0.0,0.0,0.0,22.9,0.0,1,1,1,1,1,116,-6.5,-8.0,-6.75,-0.25,1.25,0.42,6,24.07,48.46,23.99,48.38,26.1,123,35.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A
339,4,1,1400,0,3,0,91.0,11,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,122,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,A
340,4,1,1400,0,3,-2,91.0,11,0,0.0,-2,-7,-7,3,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,84,-0.5,-1.25,-10.25,-9.75,-9.0,-2.9,13,23.41,43.75,23.19,43.53,0.0,122,23.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,A
341,4,1,1400,0,3,0,91.0,11,0,0.0,0,-6,-6,1,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,14,-0.06,-0.25,-12.0,-11.94,-11.75,-2.64,9,25.04,47.37,24.97,47.3,0.0,122,59.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A
342,6,1,1400,0,15,1,2.5,2,0,0.0,0,-4,-4,3,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,92,-1.25,-1.25,-7.0,-5.75,-5.75,-1.34,9,23.34,45.54,23.56,45.76,18.5,120,21.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A
343,6,1,1400,0,15,7,2.5,2,0,0.0,1,-4,-4,3,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,18,-1.0,-0.75,-2.0,-1.0,-1.25,-0.93,9,24.17,46.86,23.79,46.48,11.5,120,14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A
344,6,1,1400,0,15,2,2.5,2,0,0.0,2,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,74,-4.75,-1.75,-1.5,3.25,0.25,-0.81,7,23.08,45.5,23.28,45.7,71.5,120,74.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A
345,4,1,1400,0,4,-2,38.0,7,0,0.0,1,-1,-1,9,0,0,0.0,0.0,0.0,0.0,24.0,1,1,1,1,1,92,-6.0,-4.0,-8.75,-2.75,-4.75,-1.5,7,23.43,45.31,23.33,45.21,175.0,120,213.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C
